[2025-05-21 21:10:42,594] [INFO] [real_accelerator.py:203:get_accelerator] Setting ds_accelerator to cuda (auto detect)
[2025-05-21 21:10:43,918] [INFO] [comm.py:652:init_distributed] cdb=None
[2025-05-21 21:10:43,919] [INFO] [comm.py:683:init_distributed] Initializing TorchBackend in DeepSpeed with backend nccl
ninja: no work to do.
Time to load fused_adam op: 0.5960257053375244 seconds
{'loss': 7.4111, 'grad_norm': 15.018501281738281, 'learning_rate': 3.417032410925835e-07, 'epoch': 0.0}
{'loss': 5.9736, 'grad_norm': 9.632370948791504, 'learning_rate': 9.849236226728876e-07, 'epoch': 1.1}
{'loss': 6.0304, 'grad_norm': 10.09918212890625, 'learning_rate': 9.848367429151327e-07, 'epoch': 1.1}
{'loss': 5.9655, 'grad_norm': 10.174330711364746, 'learning_rate': 9.847496178371874e-07, 'epoch': 1.11}
{'loss': 6.0247, 'grad_norm': 10.340943336486816, 'learning_rate': 9.846622474882048e-07, 'epoch': 1.11}
{'loss': 6.0004, 'grad_norm': 10.506220817565918, 'learning_rate': 9.845746319174765e-07, 'epoch': 1.11}
{'loss': 6.0343, 'grad_norm': 10.486207962036133, 'learning_rate': 9.84486771174432e-07, 'epoch': 1.11}
{'eval_loss': 6.039563179016113, 'eval_runtime': 49.0191, 'eval_samples_per_second': 20.4, 'eval_steps_per_second': 5.1, 'epoch': 1.11}
{'loss': 5.9899, 'grad_norm': 8.967951774597168, 'learning_rate': 9.843986653086397e-07, 'epoch': 1.12}
{'loss': 5.9935, 'grad_norm': 9.605951309204102, 'learning_rate': 9.843103143698055e-07, 'epoch': 1.12}
{'loss': 6.0444, 'grad_norm': 9.637701034545898, 'learning_rate': 9.842217184077744e-07, 'epoch': 1.12}
{'loss': 6.0219, 'grad_norm': 9.931462287902832, 'learning_rate': 9.841328774725292e-07, 'epoch': 1.12}
{'loss': 5.9602, 'grad_norm': 9.686056137084961, 'learning_rate': 9.840437916141905e-07, 'epoch': 1.12}
{'loss': 5.979, 'grad_norm': 9.04369831085205, 'learning_rate': 9.839544608830183e-07, 'epoch': 1.13}
{'loss': 5.9932, 'grad_norm': 9.176331520080566, 'learning_rate': 9.838648853294094e-07, 'epoch': 1.13}
{'loss': 5.9595, 'grad_norm': 9.982266426086426, 'learning_rate': 9.837750650038992e-07, 'epoch': 1.13}
{'loss': 5.9801, 'grad_norm': 8.837654113769531, 'learning_rate': 9.836849999571617e-07, 'epoch': 1.13}
{'loss': 6.0045, 'grad_norm': 9.559408187866211, 'learning_rate': 9.835946902400087e-07, 'epoch': 1.14}
{'loss': 5.9787, 'grad_norm': 9.722943305969238, 'learning_rate': 9.835041359033893e-07, 'epoch': 1.14}
{'loss': 6.0377, 'grad_norm': 9.10519027709961, 'learning_rate': 9.834133369983917e-07, 'epoch': 1.14}
{'loss': 5.994, 'grad_norm': 8.989069938659668, 'learning_rate': 9.833222935762412e-07, 'epoch': 1.14}
{'loss': 6.0058, 'grad_norm': 9.562393188476562, 'learning_rate': 9.832310056883016e-07, 'epoch': 1.15}
{'loss': 6.0048, 'grad_norm': 9.58985710144043, 'learning_rate': 9.831394733860745e-07, 'epoch': 1.15}
{'loss': 5.9719, 'grad_norm': 10.02371883392334, 'learning_rate': 9.830476967211992e-07, 'epoch': 1.15}
{'loss': 6.0226, 'grad_norm': 9.451471328735352, 'learning_rate': 9.829556757454531e-07, 'epoch': 1.15}
{'loss': 6.0127, 'grad_norm': 9.457931518554688, 'learning_rate': 9.828634105107511e-07, 'epoch': 1.15}
{'loss': 5.9886, 'grad_norm': 9.847121238708496, 'learning_rate': 9.827709010691466e-07, 'epoch': 1.16}
{'loss': 5.9895, 'grad_norm': 9.711355209350586, 'learning_rate': 9.826781474728298e-07, 'epoch': 1.16}
{'eval_loss': 6.028892517089844, 'eval_runtime': 48.9914, 'eval_samples_per_second': 20.412, 'eval_steps_per_second': 5.103, 'epoch': 1.16}
{'loss': 6.0015, 'grad_norm': 8.972979545593262, 'learning_rate': 9.825851497741294e-07, 'epoch': 1.16}
{'loss': 5.9893, 'grad_norm': 8.939026832580566, 'learning_rate': 9.824919080255114e-07, 'epoch': 1.16}
{'loss': 6.0141, 'grad_norm': 8.891253471374512, 'learning_rate': 9.823984222795798e-07, 'epoch': 1.17}
{'loss': 5.9695, 'grad_norm': 9.709650039672852, 'learning_rate': 9.82304692589076e-07, 'epoch': 1.17}
{'loss': 6.0024, 'grad_norm': 9.882429122924805, 'learning_rate': 9.822107190068793e-07, 'epoch': 1.17}
{'loss': 5.9392, 'grad_norm': 10.514598846435547, 'learning_rate': 9.821165015860063e-07, 'epoch': 1.17}
{'loss': 6.0102, 'grad_norm': 9.507059097290039, 'learning_rate': 9.820220403796111e-07, 'epoch': 1.18}
{'loss': 6.0169, 'grad_norm': 10.388396263122559, 'learning_rate': 9.819273354409857e-07, 'epoch': 1.18}
{'loss': 5.9963, 'grad_norm': 11.044757843017578, 'learning_rate': 9.818323868235594e-07, 'epoch': 1.18}
{'loss': 6.0218, 'grad_norm': 10.335772514343262, 'learning_rate': 9.81737194580899e-07, 'epoch': 1.18}
{'loss': 5.9986, 'grad_norm': 9.952757835388184, 'learning_rate': 9.81641758766709e-07, 'epoch': 1.18}
{'loss': 6.02, 'grad_norm': 10.605690002441406, 'learning_rate': 9.815460794348305e-07, 'epoch': 1.19}
{'loss': 5.9897, 'grad_norm': 9.664271354675293, 'learning_rate': 9.81450156639243e-07, 'epoch': 1.19}
{'loss': 5.9941, 'grad_norm': 9.759225845336914, 'learning_rate': 9.813539904340627e-07, 'epoch': 1.19}
{'loss': 6.0084, 'grad_norm': 9.91104507446289, 'learning_rate': 9.812575808735433e-07, 'epoch': 1.19}
{'loss': 5.9747, 'grad_norm': 9.843737602233887, 'learning_rate': 9.811609280120761e-07, 'epoch': 1.2}
{'loss': 6.0359, 'grad_norm': 9.565746307373047, 'learning_rate': 9.810640319041891e-07, 'epoch': 1.2}
{'loss': 5.9974, 'grad_norm': 9.51768970489502, 'learning_rate': 9.809668926045477e-07, 'epoch': 1.2}
{'loss': 5.9997, 'grad_norm': 9.637531280517578, 'learning_rate': 9.808695101679551e-07, 'epoch': 1.2}
{'loss': 5.9792, 'grad_norm': 9.74623966217041, 'learning_rate': 9.807718846493508e-07, 'epoch': 1.21}
{'eval_loss': 6.018242835998535, 'eval_runtime': 48.7423, 'eval_samples_per_second': 20.516, 'eval_steps_per_second': 5.129, 'epoch': 1.21}
{'loss': 5.9733, 'grad_norm': 9.061871528625488, 'learning_rate': 9.806740161038117e-07, 'epoch': 1.21}
{'loss': 5.98, 'grad_norm': 10.70254898071289, 'learning_rate': 9.805759045865521e-07, 'epoch': 1.21}
{'loss': 6.0131, 'grad_norm': 9.143123626708984, 'learning_rate': 9.804775501529234e-07, 'epoch': 1.21}
{'loss': 6.0185, 'grad_norm': 9.588488578796387, 'learning_rate': 9.803789528584135e-07, 'epoch': 1.22}
{'loss': 5.976, 'grad_norm': 9.372504234313965, 'learning_rate': 9.802801127586478e-07, 'epoch': 1.22}
{'loss': 5.9922, 'grad_norm': 9.768238067626953, 'learning_rate': 9.801810299093888e-07, 'epoch': 1.22}
{'loss': 5.9564, 'grad_norm': 8.95063591003418, 'learning_rate': 9.800817043665352e-07, 'epoch': 1.22}
{'loss': 5.9434, 'grad_norm': 8.948216438293457, 'learning_rate': 9.799821361861236e-07, 'epoch': 1.22}
{'loss': 5.9781, 'grad_norm': 9.134590148925781, 'learning_rate': 9.798823254243265e-07, 'epoch': 1.23}
{'loss': 5.9519, 'grad_norm': 9.208694458007812, 'learning_rate': 9.797822721374542e-07, 'epoch': 1.23}
{'loss': 5.9789, 'grad_norm': 9.645737648010254, 'learning_rate': 9.79681976381953e-07, 'epoch': 1.23}
{'loss': 5.9591, 'grad_norm': 9.00705623626709, 'learning_rate': 9.795814382144068e-07, 'epoch': 1.23}
{'loss': 5.9739, 'grad_norm': 9.322128295898438, 'learning_rate': 9.794806576915356e-07, 'epoch': 1.24}
{'loss': 6.0057, 'grad_norm': 11.027002334594727, 'learning_rate': 9.793796348701962e-07, 'epoch': 1.24}
{'loss': 5.9878, 'grad_norm': 10.499776840209961, 'learning_rate': 9.792783698073826e-07, 'epoch': 1.24}
{'loss': 5.9831, 'grad_norm': 9.718636512756348, 'learning_rate': 9.791768625602248e-07, 'epoch': 1.24}
{'loss': 5.9679, 'grad_norm': 9.719019889831543, 'learning_rate': 9.790751131859901e-07, 'epoch': 1.25}
{'loss': 5.9644, 'grad_norm': 9.93887996673584, 'learning_rate': 9.789731217420818e-07, 'epoch': 1.25}
{'loss': 5.9834, 'grad_norm': 10.607852935791016, 'learning_rate': 9.788708882860404e-07, 'epoch': 1.25}
{'loss': 5.9774, 'grad_norm': 9.08238410949707, 'learning_rate': 9.78768412875542e-07, 'epoch': 1.25}
{'eval_loss': 6.007289409637451, 'eval_runtime': 48.8081, 'eval_samples_per_second': 20.488, 'eval_steps_per_second': 5.122, 'epoch': 1.25}
{'loss': 5.9979, 'grad_norm': 9.810425758361816, 'learning_rate': 9.786656955684e-07, 'epoch': 1.25}
{'loss': 5.9531, 'grad_norm': 9.188908576965332, 'learning_rate': 9.785627364225642e-07, 'epoch': 1.26}
{'loss': 5.9404, 'grad_norm': 9.229683876037598, 'learning_rate': 9.784595354961204e-07, 'epoch': 1.26}
{'loss': 5.9679, 'grad_norm': 8.989731788635254, 'learning_rate': 9.78356092847291e-07, 'epoch': 1.26}
{'loss': 5.9246, 'grad_norm': 9.458903312683105, 'learning_rate': 9.782524085344354e-07, 'epoch': 1.26}
{'loss': 5.9744, 'grad_norm': 9.350887298583984, 'learning_rate': 9.781484826160484e-07, 'epoch': 1.27}
{'loss': 5.9845, 'grad_norm': 10.428053855895996, 'learning_rate': 9.780443151507614e-07, 'epoch': 1.27}
{'loss': 5.9704, 'grad_norm': 9.382119178771973, 'learning_rate': 9.779399061973423e-07, 'epoch': 1.27}
{'loss': 5.9598, 'grad_norm': 9.807377815246582, 'learning_rate': 9.77835255814695e-07, 'epoch': 1.27}
{'loss': 5.9996, 'grad_norm': 10.22702407836914, 'learning_rate': 9.7773036406186e-07, 'epoch': 1.28}
{'loss': 5.9932, 'grad_norm': 9.465270042419434, 'learning_rate': 9.776252309980134e-07, 'epoch': 1.28}
{'loss': 6.0061, 'grad_norm': 10.751954078674316, 'learning_rate': 9.775198566824678e-07, 'epoch': 1.28}
{'loss': 5.9637, 'grad_norm': 9.938088417053223, 'learning_rate': 9.774142411746718e-07, 'epoch': 1.28}
{'loss': 6.0008, 'grad_norm': 9.926054954528809, 'learning_rate': 9.773083845342102e-07, 'epoch': 1.28}
{'loss': 5.9721, 'grad_norm': 9.489211082458496, 'learning_rate': 9.772022868208037e-07, 'epoch': 1.29}
{'loss': 5.9474, 'grad_norm': 9.636758804321289, 'learning_rate': 9.770959480943087e-07, 'epoch': 1.29}
{'loss': 5.9862, 'grad_norm': 10.452588081359863, 'learning_rate': 9.769893684147184e-07, 'epoch': 1.29}
{'loss': 5.9727, 'grad_norm': 9.578298568725586, 'learning_rate': 9.768825478421613e-07, 'epoch': 1.29}
{'loss': 5.9577, 'grad_norm': 9.742557525634766, 'learning_rate': 9.767754864369018e-07, 'epoch': 1.3}
{'loss': 5.9785, 'grad_norm': 9.503036499023438, 'learning_rate': 9.766681842593406e-07, 'epoch': 1.3}
{'eval_loss': 5.99796199798584, 'eval_runtime': 48.7631, 'eval_samples_per_second': 20.507, 'eval_steps_per_second': 5.127, 'epoch': 1.3}
{'loss': 5.9384, 'grad_norm': 8.98912239074707, 'learning_rate': 9.765606413700138e-07, 'epoch': 1.3}
{'loss': 6.0057, 'grad_norm': 10.058408737182617, 'learning_rate': 9.764528578295935e-07, 'epoch': 1.3}
{'loss': 5.9457, 'grad_norm': 9.291375160217285, 'learning_rate': 9.763448336988875e-07, 'epoch': 1.31}
{'loss': 5.9585, 'grad_norm': 9.8436279296875, 'learning_rate': 9.762365690388393e-07, 'epoch': 1.31}
{'loss': 5.9456, 'grad_norm': 11.487838745117188, 'learning_rate': 9.761280639105281e-07, 'epoch': 1.31}
{'loss': 5.9902, 'grad_norm': 9.071005821228027, 'learning_rate': 9.760193183751691e-07, 'epoch': 1.31}
{'loss': 5.9751, 'grad_norm': 9.242877006530762, 'learning_rate': 9.75910332494113e-07, 'epoch': 1.31}
{'loss': 5.9252, 'grad_norm': 9.559820175170898, 'learning_rate': 9.758011063288453e-07, 'epoch': 1.32}
{'loss': 5.94, 'grad_norm': 9.636930465698242, 'learning_rate': 9.75691639940988e-07, 'epoch': 1.32}
{'loss': 5.9361, 'grad_norm': 9.814022064208984, 'learning_rate': 9.755819333922985e-07, 'epoch': 1.32}
{'loss': 5.9807, 'grad_norm': 9.790593147277832, 'learning_rate': 9.754719867446695e-07, 'epoch': 1.32}
{'loss': 5.985, 'grad_norm': 8.72391128540039, 'learning_rate': 9.753618000601291e-07, 'epoch': 1.33}
{'loss': 5.935, 'grad_norm': 9.356660842895508, 'learning_rate': 9.752513734008409e-07, 'epoch': 1.33}
{'loss': 5.9834, 'grad_norm': 9.025727272033691, 'learning_rate': 9.75140706829104e-07, 'epoch': 1.33}
{'loss': 5.9335, 'grad_norm': 9.665205955505371, 'learning_rate': 9.750298004073524e-07, 'epoch': 1.33}
{'loss': 5.9621, 'grad_norm': 10.465688705444336, 'learning_rate': 9.74918654198156e-07, 'epoch': 1.34}
{'loss': 5.9024, 'grad_norm': 8.859047889709473, 'learning_rate': 9.7480726826422e-07, 'epoch': 1.34}
{'loss': 5.9806, 'grad_norm': 9.612356185913086, 'learning_rate': 9.746956426683842e-07, 'epoch': 1.34}
{'loss': 5.906, 'grad_norm': 9.989334106445312, 'learning_rate': 9.745837774736243e-07, 'epoch': 1.34}
{'loss': 5.9238, 'grad_norm': 10.230362892150879, 'learning_rate': 9.744716727430502e-07, 'epoch': 1.34}
{'eval_loss': 5.987422943115234, 'eval_runtime': 48.883, 'eval_samples_per_second': 20.457, 'eval_steps_per_second': 5.114, 'epoch': 1.34}
{'loss': 5.904, 'grad_norm': 9.512357711791992, 'learning_rate': 9.743593285399083e-07, 'epoch': 1.35}
{'loss': 5.9872, 'grad_norm': 8.981210708618164, 'learning_rate': 9.74246744927579e-07, 'epoch': 1.35}
{'loss': 5.9441, 'grad_norm': 9.032879829406738, 'learning_rate': 9.741339219695787e-07, 'epoch': 1.35}
{'loss': 5.9748, 'grad_norm': 9.393461227416992, 'learning_rate': 9.740208597295576e-07, 'epoch': 1.35}
{'loss': 5.9921, 'grad_norm': 10.951286315917969, 'learning_rate': 9.739075582713021e-07, 'epoch': 1.36}
{'loss': 5.9414, 'grad_norm': 9.098042488098145, 'learning_rate': 9.737940176587325e-07, 'epoch': 1.36}
{'loss': 5.9617, 'grad_norm': 9.831432342529297, 'learning_rate': 9.736802379559054e-07, 'epoch': 1.36}
{'loss': 5.9726, 'grad_norm': 9.753544807434082, 'learning_rate': 9.735662192270108e-07, 'epoch': 1.36}
{'loss': 6.0282, 'grad_norm': 11.345860481262207, 'learning_rate': 9.734519615363745e-07, 'epoch': 1.37}
{'loss': 5.9657, 'grad_norm': 9.794804573059082, 'learning_rate': 9.733374649484567e-07, 'epoch': 1.37}
{'loss': 5.9287, 'grad_norm': 9.95106029510498, 'learning_rate': 9.732227295278525e-07, 'epoch': 1.37}
{'loss': 5.9825, 'grad_norm': 10.168402671813965, 'learning_rate': 9.731077553392919e-07, 'epoch': 1.37}
{'loss': 5.9176, 'grad_norm': 9.772018432617188, 'learning_rate': 9.729925424476392e-07, 'epoch': 1.38}
{'loss': 5.9399, 'grad_norm': 9.709885597229004, 'learning_rate': 9.728770909178938e-07, 'epoch': 1.38}
{'loss': 5.9593, 'grad_norm': 8.40345287322998, 'learning_rate': 9.727614008151896e-07, 'epoch': 1.38}
{'loss': 5.9723, 'grad_norm': 10.97879409790039, 'learning_rate': 9.726454722047948e-07, 'epoch': 1.38}
{'loss': 5.8929, 'grad_norm': 10.028536796569824, 'learning_rate': 9.725293051521128e-07, 'epoch': 1.38}
{'loss': 5.9413, 'grad_norm': 11.075247764587402, 'learning_rate': 9.724128997226806e-07, 'epoch': 1.39}
{'loss': 5.9052, 'grad_norm': 8.907115936279297, 'learning_rate': 9.722962559821708e-07, 'epoch': 1.39}
{'loss': 5.9938, 'grad_norm': 8.681025505065918, 'learning_rate': 9.721793739963894e-07, 'epoch': 1.39}
{'eval_loss': 5.9779438972473145, 'eval_runtime': 48.8118, 'eval_samples_per_second': 20.487, 'eval_steps_per_second': 5.122, 'epoch': 1.39}
{'loss': 5.9675, 'grad_norm': 8.895833015441895, 'learning_rate': 9.720622538312775e-07, 'epoch': 1.39}
{'loss': 5.9357, 'grad_norm': 9.02283763885498, 'learning_rate': 9.7194489555291e-07, 'epoch': 1.4}
{'loss': 5.9633, 'grad_norm': 9.813323020935059, 'learning_rate': 9.718272992274972e-07, 'epoch': 1.4}
{'loss': 5.9176, 'grad_norm': 9.52327823638916, 'learning_rate': 9.717094649213819e-07, 'epoch': 1.4}
{'loss': 5.9366, 'grad_norm': 10.40891170501709, 'learning_rate': 9.715913927010433e-07, 'epoch': 1.4}
{'loss': 5.9486, 'grad_norm': 9.443743705749512, 'learning_rate': 9.71473082633093e-07, 'epoch': 1.41}
{'loss': 5.907, 'grad_norm': 9.742316246032715, 'learning_rate': 9.71354534784278e-07, 'epoch': 1.41}
{'loss': 5.9273, 'grad_norm': 9.099408149719238, 'learning_rate': 9.712357492214787e-07, 'epoch': 1.41}
{'loss': 5.9744, 'grad_norm': 9.28408432006836, 'learning_rate': 9.711167260117098e-07, 'epoch': 1.41}
{'loss': 5.9132, 'grad_norm': 9.399811744689941, 'learning_rate': 9.709974652221207e-07, 'epoch': 1.41}
{'loss': 5.9312, 'grad_norm': 9.762434959411621, 'learning_rate': 9.70877966919994e-07, 'epoch': 1.42}
{'loss': 5.9623, 'grad_norm': 9.535337448120117, 'learning_rate': 9.707582311727465e-07, 'epoch': 1.42}
{'loss': 5.9603, 'grad_norm': 12.106743812561035, 'learning_rate': 9.706382580479293e-07, 'epoch': 1.42}
{'loss': 5.9462, 'grad_norm': 9.76388931274414, 'learning_rate': 9.705180476132269e-07, 'epoch': 1.42}
{'loss': 5.9323, 'grad_norm': 9.641798973083496, 'learning_rate': 9.70397599936458e-07, 'epoch': 1.43}
{'loss': 5.9597, 'grad_norm': 8.691922187805176, 'learning_rate': 9.702769150855754e-07, 'epoch': 1.43}
{'loss': 5.9333, 'grad_norm': 9.0443754196167, 'learning_rate': 9.701559931286651e-07, 'epoch': 1.43}
{'loss': 5.9456, 'grad_norm': 9.360433578491211, 'learning_rate': 9.700348341339472e-07, 'epoch': 1.43}
{'loss': 5.9888, 'grad_norm': 9.286617279052734, 'learning_rate': 9.699134381697757e-07, 'epoch': 1.44}
{'loss': 5.9453, 'grad_norm': 9.614908218383789, 'learning_rate': 9.697918053046382e-07, 'epoch': 1.44}
{'eval_loss': 5.968846797943115, 'eval_runtime': 49.3321, 'eval_samples_per_second': 20.271, 'eval_steps_per_second': 5.068, 'epoch': 1.44}
{'loss': 5.9406, 'grad_norm': 9.76359748840332, 'learning_rate': 9.696699356071554e-07, 'epoch': 1.44}
{'loss': 5.9638, 'grad_norm': 10.17373275756836, 'learning_rate': 9.695478291460824e-07, 'epoch': 1.44}
{'loss': 6.0034, 'grad_norm': 10.09154224395752, 'learning_rate': 9.694254859903075e-07, 'epoch': 1.44}
{'loss': 5.9429, 'grad_norm': 11.491059303283691, 'learning_rate': 9.693029062088524e-07, 'epoch': 1.45}
{'loss': 5.9173, 'grad_norm': 9.69565486907959, 'learning_rate': 9.691800898708727e-07, 'epoch': 1.45}
{'loss': 5.9349, 'grad_norm': 10.04587173461914, 'learning_rate': 9.690570370456573e-07, 'epoch': 1.45}
{'loss': 5.9369, 'grad_norm': 8.94438362121582, 'learning_rate': 9.68933747802628e-07, 'epoch': 1.45}
{'loss': 5.9518, 'grad_norm': 9.786192893981934, 'learning_rate': 9.688102222113406e-07, 'epoch': 1.46}
{'loss': 5.9617, 'grad_norm': 10.453428268432617, 'learning_rate': 9.686864603414845e-07, 'epoch': 1.46}
{'loss': 5.9522, 'grad_norm': 9.587189674377441, 'learning_rate': 9.685624622628815e-07, 'epoch': 1.46}
{'loss': 5.909, 'grad_norm': 9.799942970275879, 'learning_rate': 9.684382280454872e-07, 'epoch': 1.46}
{'loss': 5.9286, 'grad_norm': 9.611263275146484, 'learning_rate': 9.683137577593904e-07, 'epoch': 1.47}
{'loss': 5.9279, 'grad_norm': 9.176709175109863, 'learning_rate': 9.681890514748129e-07, 'epoch': 1.47}
{'loss': 5.9684, 'grad_norm': 9.957969665527344, 'learning_rate': 9.6806410926211e-07, 'epoch': 1.47}
{'loss': 5.9875, 'grad_norm': 10.656611442565918, 'learning_rate': 9.679389311917697e-07, 'epoch': 1.47}
{'loss': 5.9391, 'grad_norm': 9.044464111328125, 'learning_rate': 9.678135173344131e-07, 'epoch': 1.47}
{'loss': 5.9276, 'grad_norm': 9.478690147399902, 'learning_rate': 9.676878677607948e-07, 'epoch': 1.48}
{'loss': 5.8877, 'grad_norm': 12.066007614135742, 'learning_rate': 9.67561982541802e-07, 'epoch': 1.48}
{'loss': 5.8928, 'grad_norm': 9.761452674865723, 'learning_rate': 9.674358617484548e-07, 'epoch': 1.48}
{'loss': 5.9756, 'grad_norm': 9.82377815246582, 'learning_rate': 9.673095054519062e-07, 'epoch': 1.48}
{'eval_loss': 5.961982250213623, 'eval_runtime': 49.0884, 'eval_samples_per_second': 20.371, 'eval_steps_per_second': 5.093, 'epoch': 1.48}
{'loss': 5.9933, 'grad_norm': 10.49997329711914, 'learning_rate': 9.671829137234424e-07, 'epoch': 1.49}
{'loss': 5.9787, 'grad_norm': 9.562799453735352, 'learning_rate': 9.670560866344816e-07, 'epoch': 1.49}
{'loss': 5.9076, 'grad_norm': 9.788338661193848, 'learning_rate': 9.66929024256576e-07, 'epoch': 1.49}
{'loss': 5.9037, 'grad_norm': 9.940546989440918, 'learning_rate': 9.668017266614096e-07, 'epoch': 1.49}
{'loss': 6.0035, 'grad_norm': 10.160178184509277, 'learning_rate': 9.666741939207994e-07, 'epoch': 1.5}
{'loss': 5.9432, 'grad_norm': 10.031864166259766, 'learning_rate': 9.66546426106695e-07, 'epoch': 1.5}
{'loss': 5.9671, 'grad_norm': 9.764240264892578, 'learning_rate': 9.66418423291179e-07, 'epoch': 1.5}
{'loss': 5.9729, 'grad_norm': 9.259316444396973, 'learning_rate': 9.66290185546466e-07, 'epoch': 1.5}
{'loss': 5.9221, 'grad_norm': 10.533705711364746, 'learning_rate': 9.661617129449033e-07, 'epoch': 1.5}
{'loss': 5.9468, 'grad_norm': 9.884648323059082, 'learning_rate': 9.660330055589714e-07, 'epoch': 1.51}
{'loss': 5.9635, 'grad_norm': 8.755096435546875, 'learning_rate': 9.659040634612818e-07, 'epoch': 1.51}
{'loss': 5.9277, 'grad_norm': 11.037023544311523, 'learning_rate': 9.657748867245798e-07, 'epoch': 1.51}
{'loss': 5.8977, 'grad_norm': 10.857102394104004, 'learning_rate': 9.656454754217422e-07, 'epoch': 1.51}
{'loss': 5.923, 'grad_norm': 9.883602142333984, 'learning_rate': 9.655158296257789e-07, 'epoch': 1.52}
{'loss': 5.919, 'grad_norm': 10.061226844787598, 'learning_rate': 9.653859494098312e-07, 'epoch': 1.52}
{'loss': 5.9491, 'grad_norm': 9.307001113891602, 'learning_rate': 9.65255834847174e-07, 'epoch': 1.52}
{'loss': 5.8807, 'grad_norm': 9.985113143920898, 'learning_rate': 9.651254860112124e-07, 'epoch': 1.52}
{'loss': 5.9963, 'grad_norm': 9.735605239868164, 'learning_rate': 9.649949029754855e-07, 'epoch': 1.53}
{'loss': 5.8964, 'grad_norm': 10.409565925598145, 'learning_rate': 9.648640858136638e-07, 'epoch': 1.53}
{'loss': 5.9425, 'grad_norm': 13.669836044311523, 'learning_rate': 9.647330345995499e-07, 'epoch': 1.53}
{'eval_loss': 5.952487945556641, 'eval_runtime': 49.0264, 'eval_samples_per_second': 20.397, 'eval_steps_per_second': 5.099, 'epoch': 1.53}
{'loss': 5.9621, 'grad_norm': 10.521221160888672, 'learning_rate': 9.646017494070783e-07, 'epoch': 1.53}
{'loss': 5.9719, 'grad_norm': 9.534430503845215, 'learning_rate': 9.644702303103154e-07, 'epoch': 1.54}
{'loss': 5.8995, 'grad_norm': 8.98086929321289, 'learning_rate': 9.643384773834604e-07, 'epoch': 1.54}
{'loss': 5.9244, 'grad_norm': 9.820752143859863, 'learning_rate': 9.642064907008438e-07, 'epoch': 1.54}
{'loss': 5.9695, 'grad_norm': 8.791176795959473, 'learning_rate': 9.640742703369277e-07, 'epoch': 1.54}
{'loss': 5.94, 'grad_norm': 9.128297805786133, 'learning_rate': 9.639418163663062e-07, 'epoch': 1.54}
{'loss': 5.931, 'grad_norm': 9.423544883728027, 'learning_rate': 9.63809128863706e-07, 'epoch': 1.55}
{'loss': 5.9312, 'grad_norm': 9.717979431152344, 'learning_rate': 9.636762079039847e-07, 'epoch': 1.55}
{'loss': 5.95, 'grad_norm': 8.610864639282227, 'learning_rate': 9.635430535621313e-07, 'epoch': 1.55}
{'loss': 5.911, 'grad_norm': 9.734217643737793, 'learning_rate': 9.634096659132675e-07, 'epoch': 1.55}
{'loss': 5.8829, 'grad_norm': 9.328595161437988, 'learning_rate': 9.63276045032646e-07, 'epoch': 1.56}
{'loss': 5.8953, 'grad_norm': 11.999391555786133, 'learning_rate': 9.63142190995651e-07, 'epoch': 1.56}
{'loss': 5.8866, 'grad_norm': 9.244295120239258, 'learning_rate': 9.630081038777987e-07, 'epoch': 1.56}
{'loss': 5.989, 'grad_norm': 9.173646926879883, 'learning_rate': 9.628737837547362e-07, 'epoch': 1.56}
{'loss': 5.9043, 'grad_norm': 9.300604820251465, 'learning_rate': 9.627392307022425e-07, 'epoch': 1.57}
{'loss': 5.94, 'grad_norm': 9.769436836242676, 'learning_rate': 9.62604444796228e-07, 'epoch': 1.57}
{'loss': 5.9239, 'grad_norm': 10.025579452514648, 'learning_rate': 9.624694261127343e-07, 'epoch': 1.57}
{'loss': 5.9232, 'grad_norm': 10.317214012145996, 'learning_rate': 9.623341747279346e-07, 'epoch': 1.57}
{'loss': 5.9078, 'grad_norm': 8.87836742401123, 'learning_rate': 9.621986907181327e-07, 'epoch': 1.57}
{'loss': 5.8544, 'grad_norm': 9.61530590057373, 'learning_rate': 9.620629741597642e-07, 'epoch': 1.58}
{'eval_loss': 5.943710803985596, 'eval_runtime': 49.0982, 'eval_samples_per_second': 20.367, 'eval_steps_per_second': 5.092, 'epoch': 1.58}
{'loss': 5.9462, 'grad_norm': 11.07258415222168, 'learning_rate': 9.619270251293959e-07, 'epoch': 1.58}
{'loss': 5.9076, 'grad_norm': 9.430145263671875, 'learning_rate': 9.61790843703726e-07, 'epoch': 1.58}
{'loss': 5.9071, 'grad_norm': 9.843572616577148, 'learning_rate': 9.616544299595827e-07, 'epoch': 1.58}
{'loss': 5.8726, 'grad_norm': 9.21471881866455, 'learning_rate': 9.615177839739266e-07, 'epoch': 1.59}
{'loss': 5.9125, 'grad_norm': 9.151265144348145, 'learning_rate': 9.613809058238487e-07, 'epoch': 1.59}
{'loss': 5.9267, 'grad_norm': 9.264389038085938, 'learning_rate': 9.612437955865707e-07, 'epoch': 1.59}
{'loss': 5.9262, 'grad_norm': 9.222478866577148, 'learning_rate': 9.61106453339446e-07, 'epoch': 1.59}
{'loss': 5.9057, 'grad_norm': 11.247515678405762, 'learning_rate': 9.609688791599578e-07, 'epoch': 1.6}
{'loss': 5.9312, 'grad_norm': 10.339234352111816, 'learning_rate': 9.608310731257216e-07, 'epoch': 1.6}
