                                                       
{'loss': 7.3579, 'grad_norm': 1.4234747886657715, 'learning_rate': 0.0001455901203190861, 'epoch': 0.0}
{'loss': 6.2479, 'grad_norm': 2.299180269241333, 'learning_rate': 0.0004681927527219509, 'epoch': 1.96}
{'loss': 6.2446, 'grad_norm': 3.123223304748535, 'learning_rate': 0.00046817109520719984, 'epoch': 1.96}
{'loss': 6.2793, 'grad_norm': 2.6365106105804443, 'learning_rate': 0.00046814943088287046, 'epoch': 1.96}
{'loss': 6.28, 'grad_norm': 2.69677472114563, 'learning_rate': 0.00046812775974972655, 'epoch': 1.96}
{'loss': 6.271, 'grad_norm': 2.853362798690796, 'learning_rate': 0.00046810608180853193, 'epoch': 1.96}
{'loss': 6.2944, 'grad_norm': 2.4090428352355957, 'learning_rate': 0.0004680843970600508, 'epoch': 1.96}
{'loss': 6.2457, 'grad_norm': 3.054581642150879, 'learning_rate': 0.0004680627055050476, 'epoch': 1.97}
{'loss': 6.2499, 'grad_norm': 3.156423807144165, 'learning_rate': 0.000468041007144287, 'epoch': 1.97}
{'loss': 6.3578, 'grad_norm': 3.090291738510132, 'learning_rate': 0.0004680193019785339, 'epoch': 1.97}
{'loss': 6.2099, 'grad_norm': 2.9649691581726074, 'learning_rate': 0.0004679975900085534, 'epoch': 1.97}
{'loss': 6.2759, 'grad_norm': 2.595879554748535, 'learning_rate': 0.0004679758712351109, 'epoch': 1.97}
{'loss': 6.2179, 'grad_norm': 2.9329936504364014, 'learning_rate': 0.0004679541456589721, 'epoch': 1.97}
{'loss': 6.2385, 'grad_norm': 2.4738144874572754, 'learning_rate': 0.00046793241328090267, 'epoch': 1.97}
{'loss': 6.2936, 'grad_norm': 2.774378538131714, 'learning_rate': 0.000467910674101669, 'epoch': 1.97}
{'loss': 6.2046, 'grad_norm': 2.567249059677124, 'learning_rate': 0.0004678889281220371, 'epoch': 1.97}
{'loss': 6.1772, 'grad_norm': 2.882483959197998, 'learning_rate': 0.00046786717534277384, 'epoch': 1.97}
{'loss': 6.2916, 'grad_norm': 2.469102144241333, 'learning_rate': 0.0004678454157646458, 'epoch': 1.97}
{'eval_loss': 6.219829082489014, 'eval_runtime': 49.6425, 'eval_samples_per_second': 20.144, 'eval_steps_per_second': 5.036, 'epoch': 1.97}
{'loss': 6.2454, 'grad_norm': 2.8483622074127197, 'learning_rate': 0.0004678236493884202, 'epoch': 1.97}
{'loss': 6.3304, 'grad_norm': 2.5801525115966797, 'learning_rate': 0.0004678018762148643, 'epoch': 1.97}
{'loss': 6.2947, 'grad_norm': 2.7549073696136475, 'learning_rate': 0.0004677800962447457, 'epoch': 1.97}
{'loss': 6.2363, 'grad_norm': 2.6083836555480957, 'learning_rate': 0.0004677583094788319, 'epoch': 1.97}
{'loss': 6.2677, 'grad_norm': 3.118976354598999, 'learning_rate': 0.0004677365159178913, 'epoch': 1.97}
{'loss': 6.258, 'grad_norm': 2.6431424617767334, 'learning_rate': 0.0004677147155626918, 'epoch': 1.97}
{'loss': 6.2459, 'grad_norm': 2.862053394317627, 'learning_rate': 0.0004676929084140022, 'epoch': 1.98}
{'loss': 6.1899, 'grad_norm': 2.572314739227295, 'learning_rate': 0.0004676710944725911, 'epoch': 1.98}
{'loss': 6.2491, 'grad_norm': 2.4320056438446045, 'learning_rate': 0.0004676492737392275, 'epoch': 1.98}
{'loss': 6.2333, 'grad_norm': 2.5703647136688232, 'learning_rate': 0.0004676274462146806, 'epoch': 1.98}
{'loss': 6.2565, 'grad_norm': 2.694384813308716, 'learning_rate': 0.00046760561189971976, 'epoch': 1.98}
{'loss': 6.2295, 'grad_norm': 2.667238712310791, 'learning_rate': 0.00046758377079511484, 'epoch': 1.98}
{'loss': 6.2045, 'grad_norm': 2.7234840393066406, 'learning_rate': 0.0004675619229016356, 'epoch': 1.98}
{'loss': 6.2637, 'grad_norm': 4.040012359619141, 'learning_rate': 0.0004675400682200524, 'epoch': 1.98}
{'loss': 6.2909, 'grad_norm': 2.203031063079834, 'learning_rate': 0.00046751820675113546, 'epoch': 1.98}
{'loss': 6.2793, 'grad_norm': 2.9524712562561035, 'learning_rate': 0.00046749633849565563, 'epoch': 1.98}
{'loss': 6.1918, 'grad_norm': 2.341176986694336, 'learning_rate': 0.0004674744634543837, 'epoch': 1.98}
{'loss': 6.1808, 'grad_norm': 2.659153938293457, 'learning_rate': 0.0004674525816280907, 'epoch': 1.98}
{'loss': 6.1747, 'grad_norm': 2.6892786026000977, 'learning_rate': 0.0004674306930175482, 'epoch': 1.98}
{'loss': 6.1635, 'grad_norm': 2.884734869003296, 'learning_rate': 0.00046740879762352766, 'epoch': 1.98}
{'loss': 6.2482, 'grad_norm': 2.833509683609009, 'learning_rate': 0.00046738689544680094, 'epoch': 1.98}
{'loss': 6.2331, 'grad_norm': 2.7644810676574707, 'learning_rate': 0.0004673649864881402, 'epoch': 1.98}
{'loss': 6.2627, 'grad_norm': 4.314009189605713, 'learning_rate': 0.00046734307074831774, 'epoch': 1.98}
{'loss': 6.237, 'grad_norm': 2.743804931640625, 'learning_rate': 0.00046732114822810604, 'epoch': 1.98}
{'loss': 6.2207, 'grad_norm': 2.3223326206207275, 'learning_rate': 0.000467299218928278, 'epoch': 1.99}
{'loss': 6.2252, 'grad_norm': 2.746450662612915, 'learning_rate': 0.00046727728284960663, 'epoch': 1.99}
{'loss': 6.2691, 'grad_norm': 2.217205286026001, 'learning_rate': 0.00046725533999286516, 'epoch': 1.99}
{'loss': 6.3312, 'grad_norm': 2.354604482650757, 'learning_rate': 0.00046723339035882724, 'epoch': 1.99}
{'loss': 6.2555, 'grad_norm': 2.1611578464508057, 'learning_rate': 0.00046721143394826646, 'epoch': 1.99}
{'loss': 6.2066, 'grad_norm': 2.9285202026367188, 'learning_rate': 0.000467189470761957, 'epoch': 1.99}
{'loss': 6.2828, 'grad_norm': 2.818023920059204, 'learning_rate': 0.00046716750080067295, 'epoch': 1.99}
{'loss': 6.326, 'grad_norm': 3.6895267963409424, 'learning_rate': 0.0004671455240651888, 'epoch': 1.99}
{'loss': 6.1587, 'grad_norm': 3.0873210430145264, 'learning_rate': 0.0004671235405562793, 'epoch': 1.99}
{'loss': 6.2776, 'grad_norm': 2.8275740146636963, 'learning_rate': 0.0004671015502747194, 'epoch': 1.99}
{'loss': 6.118, 'grad_norm': 2.745771646499634, 'learning_rate': 0.0004670795532212844, 'epoch': 1.99}
{'loss': 6.1935, 'grad_norm': 2.81498122215271, 'learning_rate': 0.00046705754939674945, 'epoch': 1.99}
{'loss': 6.3176, 'grad_norm': 3.533501386642456, 'learning_rate': 0.0004670355388018905, 'epoch': 1.99}
{'loss': 6.363, 'grad_norm': 2.7843384742736816, 'learning_rate': 0.00046701352143748326, 'epoch': 1.99}
{'loss': 6.2511, 'grad_norm': 2.582378387451172, 'learning_rate': 0.000466991497304304, 'epoch': 1.99}
{'loss': 6.2803, 'grad_norm': 2.563450813293457, 'learning_rate': 0.0004669694664031291, 'epoch': 1.99}
{'loss': 6.3255, 'grad_norm': 2.813171148300171, 'learning_rate': 0.00046694742873473516, 'epoch': 1.99}
{'loss': 6.2469, 'grad_norm': 2.5418267250061035, 'learning_rate': 0.00046692538429989896, 'epoch': 2.0}
{'loss': 6.3297, 'grad_norm': 2.948943853378296, 'learning_rate': 0.00046690333309939774, 'epoch': 2.0}
{'loss': 6.1818, 'grad_norm': 2.8211522102355957, 'learning_rate': 0.0004668812751340087, 'epoch': 2.0}
{'loss': 6.3174, 'grad_norm': 3.1323044300079346, 'learning_rate': 0.00046685921040450965, 'epoch': 2.0}
{'loss': 6.2059, 'grad_norm': 2.7647793292999268, 'learning_rate': 0.00046683713891167806, 'epoch': 2.0}
{'loss': 6.3422, 'grad_norm': 2.54538893699646, 'learning_rate': 0.00046681506065629225, 'epoch': 2.0}
{'loss': 6.2895, 'grad_norm': 2.823943614959717, 'learning_rate': 0.0004667929756391304, 'epoch': 2.0}
{'loss': 6.2867, 'grad_norm': 3.3668971061706543, 'learning_rate': 0.0004667708838609711, 'epoch': 2.0}
{'loss': 6.2954, 'grad_norm': 2.646113634109497, 'learning_rate': 0.0004667487853225931, 'epoch': 2.0}
{'loss': 6.1872, 'grad_norm': 2.778679132461548, 'learning_rate': 0.00046672668002477536, 'epoch': 2.0}
{'loss': 6.2428, 'grad_norm': 2.4966702461242676, 'learning_rate': 0.0004667045679682972, 'epoch': 2.0}
{'loss': 6.2491, 'grad_norm': 2.419755697250366, 'learning_rate': 0.00046668244915393806, 'epoch': 2.0}
{'loss': 6.1661, 'grad_norm': 3.4812703132629395, 'learning_rate': 0.00046666032358247763, 'epoch': 2.0}
{'loss': 6.2048, 'grad_norm': 3.2695512771606445, 'learning_rate': 0.00046663819125469596, 'epoch': 2.0}
{'loss': 6.2416, 'grad_norm': 2.6393301486968994, 'learning_rate': 0.00046661605217137317, 'epoch': 2.0}
{'loss': 6.1483, 'grad_norm': 2.4998421669006348, 'learning_rate': 0.00046659390633328973, 'epoch': 2.0}
{'loss': 6.2118, 'grad_norm': 3.1552741527557373, 'learning_rate': 0.00046657175374122627, 'epoch': 2.0}
{'loss': 6.2224, 'grad_norm': 2.471845865249634, 'learning_rate': 0.00046654959439596384, 'epoch': 2.01}
{'loss': 6.2114, 'grad_norm': 2.5628244876861572, 'learning_rate': 0.0004665274282982835, 'epoch': 2.01}
{'loss': 6.2593, 'grad_norm': 2.6826364994049072, 'learning_rate': 0.00046650525544896654, 'epoch': 2.01}
{'loss': 6.2278, 'grad_norm': 2.4601988792419434, 'learning_rate': 0.0004664830758487947, 'epoch': 2.01}
{'loss': 6.3074, 'grad_norm': 3.349595069885254, 'learning_rate': 0.0004664608894985498, 'epoch': 2.01}
{'loss': 6.2337, 'grad_norm': 2.1823532581329346, 'learning_rate': 0.00046643869639901404, 'epoch': 2.01}
{'loss': 6.252, 'grad_norm': 2.7658512592315674, 'learning_rate': 0.0004664164965509697, 'epoch': 2.01}
{'loss': 6.1884, 'grad_norm': 2.796191930770874, 'learning_rate': 0.00046639428995519936, 'epoch': 2.01}
{'loss': 6.235, 'grad_norm': 3.18359112739563, 'learning_rate': 0.0004663720766124857, 'epoch': 2.01}
{'loss': 6.3047, 'grad_norm': 2.960493564605713, 'learning_rate': 0.000466349856523612, 'epoch': 2.01}
{'loss': 6.296, 'grad_norm': 2.6966512203216553, 'learning_rate': 0.00046632762968936136, 'epoch': 2.01}
{'loss': 6.2551, 'grad_norm': 2.869697093963623, 'learning_rate': 0.0004663053961105175, 'epoch': 2.01}
{'loss': 6.248, 'grad_norm': 2.815436601638794, 'learning_rate': 0.00046628315578786406, 'epoch': 2.01}
{'loss': 6.1469, 'grad_norm': 3.1214728355407715, 'learning_rate': 0.0004662609087221851, 'epoch': 2.01}
{'loss': 6.17, 'grad_norm': 2.776322364807129, 'learning_rate': 0.0004662386549142648, 'epoch': 2.01}
{'loss': 6.2138, 'grad_norm': 2.7129740715026855, 'learning_rate': 0.00046621639436488773, 'epoch': 2.01}
{'loss': 6.3082, 'grad_norm': 2.9870805740356445, 'learning_rate': 0.0004661941270748385, 'epoch': 2.01}
{'loss': 6.2838, 'grad_norm': 2.9276652336120605, 'learning_rate': 0.0004661718530449021, 'epoch': 2.02}
{'loss': 6.199, 'grad_norm': 2.956421375274658, 'learning_rate': 0.00046614957227586386, 'epoch': 2.02}
{'loss': 6.2727, 'grad_norm': 2.5929172039031982, 'learning_rate': 0.000466127284768509, 'epoch': 2.02}
{'loss': 6.3275, 'grad_norm': 3.5689399242401123, 'learning_rate': 0.0004661049905236233, 'epoch': 2.02}
{'loss': 6.2071, 'grad_norm': 2.813006639480591, 'learning_rate': 0.0004660826895419927, 'epoch': 2.02}
{'loss': 6.2117, 'grad_norm': 2.6274235248565674, 'learning_rate': 0.0004660603818244033, 'epoch': 2.02}
{'loss': 6.2201, 'grad_norm': 2.3888115882873535, 'learning_rate': 0.00046603806737164147, 'epoch': 2.02}
{'loss': 6.1625, 'grad_norm': 2.8792288303375244, 'learning_rate': 0.00046601574618449377, 'epoch': 2.02}
{'loss': 6.2469, 'grad_norm': 2.9872190952301025, 'learning_rate': 0.0004659934182637472, 'epoch': 2.02}
{'loss': 6.22, 'grad_norm': 2.6517395973205566, 'learning_rate': 0.00046597108361018873, 'epoch': 2.02}
{'loss': 6.2405, 'grad_norm': 3.0721850395202637, 'learning_rate': 0.0004659487422246058, 'epoch': 2.02}
{'loss': 6.1458, 'grad_norm': 2.8028275966644287, 'learning_rate': 0.00046592639410778593, 'epoch': 2.02}
{'loss': 6.2126, 'grad_norm': 2.5207247734069824, 'learning_rate': 0.00046590403926051677, 'epoch': 2.02}
{'loss': 6.2264, 'grad_norm': 3.202284097671509, 'learning_rate': 0.0004658816776835866, 'epoch': 2.02}
{'loss': 6.1492, 'grad_norm': 2.4512152671813965, 'learning_rate': 0.00046585930937778365, 'epoch': 2.02}
{'loss': 6.2306, 'grad_norm': 2.4971272945404053, 'learning_rate': 0.0004658369343438964, 'epoch': 2.02}
{'loss': 6.1946, 'grad_norm': 2.8255298137664795, 'learning_rate': 0.0004658145525827135, 'epoch': 2.02}
{'loss': 6.282, 'grad_norm': 2.4080922603607178, 'learning_rate': 0.0004657921640950241, 'epoch': 2.02}
{'loss': 6.1619, 'grad_norm': 2.9073829650878906, 'learning_rate': 0.0004657697688816174, 'epoch': 2.03}
{'loss': 6.2269, 'grad_norm': 2.3560538291931152, 'learning_rate': 0.0004657473669432828, 'epoch': 2.03}
{'loss': 6.1619, 'grad_norm': 3.08904767036438, 'learning_rate': 0.00046572495828081, 'epoch': 2.03}
{'loss': 6.1291, 'grad_norm': 2.674250841140747, 'learning_rate': 0.000465702542894989, 'epoch': 2.03}
{'loss': 6.185, 'grad_norm': 3.075269937515259, 'learning_rate': 0.00046568012078661, 'epoch': 2.03}
{'loss': 6.2888, 'grad_norm': 2.893278121948242, 'learning_rate': 0.00046565769195646334, 'epoch': 2.03}
{'loss': 6.2618, 'grad_norm': 2.634514093399048, 'learning_rate': 0.00046563525640533967, 'epoch': 2.03}
{'eval_loss': 6.2162556648254395, 'eval_runtime': 49.6074, 'eval_samples_per_second': 20.158, 'eval_steps_per_second': 5.04, 'epoch': 2.03}
{'loss': 6.2826, 'grad_norm': 2.655682325363159, 'learning_rate': 0.00046561281413402995, 'epoch': 2.03}
{'loss': 6.1306, 'grad_norm': 3.051751136779785, 'learning_rate': 0.0004655903651433252, 'epoch': 2.03}
{'loss': 6.2463, 'grad_norm': 2.7720491886138916, 'learning_rate': 0.00046556790943401693, 'epoch': 2.03}
{'loss': 6.2363, 'grad_norm': 2.7724757194519043, 'learning_rate': 0.0004655454470068966, 'epoch': 2.03}
{'loss': 6.2183, 'grad_norm': 2.6449804306030273, 'learning_rate': 0.00046552297786275605, 'epoch': 2.03}
{'loss': 6.1996, 'grad_norm': 2.8707754611968994, 'learning_rate': 0.00046550050200238745, 'epoch': 2.03}
{'loss': 6.2384, 'grad_norm': 2.295897960662842, 'learning_rate': 0.00046547801942658303, 'epoch': 2.03}
{'loss': 6.2607, 'grad_norm': 2.796816110610962, 'learning_rate': 0.0004654555301361354, 'epoch': 2.03}
{'loss': 6.1863, 'grad_norm': 2.9005613327026367, 'learning_rate': 0.00046543303413183724, 'epoch': 2.03}
{'loss': 6.2759, 'grad_norm': 2.6189727783203125, 'learning_rate': 0.0004654105314144817, 'epoch': 2.03}
{'loss': 6.299, 'grad_norm': 2.8582706451416016, 'learning_rate': 0.0004653880219848619, 'epoch': 2.04}
{'loss': 6.3035, 'grad_norm': 2.860400676727295, 'learning_rate': 0.0004653655058437715, 'epoch': 2.04}
{'loss': 6.2165, 'grad_norm': 2.9636998176574707, 'learning_rate': 0.00046534298299200403, 'epoch': 2.04}
{'loss': 6.2755, 'grad_norm': 2.949274778366089, 'learning_rate': 0.0004653204534303536, 'epoch': 2.04}
{'loss': 6.1935, 'grad_norm': 2.3719730377197266, 'learning_rate': 0.00046529791715961436, 'epoch': 2.04}
{'loss': 6.2629, 'grad_norm': 2.8376636505126953, 'learning_rate': 0.00046527537418058075, 'epoch': 2.04}
{'loss': 6.2551, 'grad_norm': 2.5652732849121094, 'learning_rate': 0.00046525282449404745, 'epoch': 2.04}
{'loss': 6.2043, 'grad_norm': 2.7881853580474854, 'learning_rate': 0.0004652302681008093, 'epoch': 2.04}
{'loss': 6.3271, 'grad_norm': 2.6748170852661133, 'learning_rate': 0.0004652077050016616, 'epoch': 2.04}
{'loss': 6.2112, 'grad_norm': 2.680997848510742, 'learning_rate': 0.0004651851351973996, 'epoch': 2.04}
{'loss': 6.2754, 'grad_norm': 3.3477203845977783, 'learning_rate': 0.00046516255868881903, 'epoch': 2.04}
{'loss': 6.2637, 'grad_norm': 2.9876949787139893, 'learning_rate': 0.00046513997547671567, 'epoch': 2.04}
{'loss': 6.153, 'grad_norm': 2.970953941345215, 'learning_rate': 0.0004651173855618856, 'epoch': 2.04}
{'loss': 6.2233, 'grad_norm': 2.650069236755371, 'learning_rate': 0.0004650947889451252, 'epoch': 2.04}
{'loss': 6.1685, 'grad_norm': 2.263094663619995, 'learning_rate': 0.00046507218562723095, 'epoch': 2.04}
{'loss': 6.2457, 'grad_norm': 2.414959669113159, 'learning_rate': 0.0004650495756089998, 'epoch': 2.04}
{'loss': 6.2342, 'grad_norm': 2.8825995922088623, 'learning_rate': 0.0004650269588912287, 'epoch': 2.04}
{'loss': 6.246, 'grad_norm': 2.910327672958374, 'learning_rate': 0.00046500433547471494, 'epoch': 2.05}
{'loss': 6.1978, 'grad_norm': 2.77809739112854, 'learning_rate': 0.000464981705360256, 'epoch': 2.05}
{'loss': 6.1706, 'grad_norm': 2.8127801418304443, 'learning_rate': 0.00046495906854864954, 'epoch': 2.05}
{'loss': 6.2703, 'grad_norm': 2.384485960006714, 'learning_rate': 0.00046493642504069377, 'epoch': 2.05}
{'loss': 6.2349, 'grad_norm': 2.5115816593170166, 'learning_rate': 0.0004649137748371868, 'epoch': 2.05}
{'loss': 6.2484, 'grad_norm': 2.6931376457214355, 'learning_rate': 0.000464891117938927, 'epoch': 2.05}
{'loss': 6.2673, 'grad_norm': 3.246035099029541, 'learning_rate': 0.00046486845434671315, 'epoch': 2.05}
{'loss': 6.2001, 'grad_norm': 2.577815294265747, 'learning_rate': 0.00046484578406134414, 'epoch': 2.05}
{'loss': 6.2096, 'grad_norm': 2.735193967819214, 'learning_rate': 0.00046482310708361927, 'epoch': 2.05}
{'loss': 6.2641, 'grad_norm': 2.8587591648101807, 'learning_rate': 0.0004648004234143377, 'epoch': 2.05}
{'loss': 6.1324, 'grad_norm': 2.9062767028808594, 'learning_rate': 0.00046477773305429916, 'epoch': 2.05}
{'loss': 6.1813, 'grad_norm': 2.568599224090576, 'learning_rate': 0.0004647550360043036, 'epoch': 2.05}
{'loss': 6.3233, 'grad_norm': 2.5889334678649902, 'learning_rate': 0.00046473233226515103, 'epoch': 2.05}
{'loss': 6.2513, 'grad_norm': 2.5992343425750732, 'learning_rate': 0.0004647096218376419, 'epoch': 2.05}
{'loss': 6.2649, 'grad_norm': 2.8597724437713623, 'learning_rate': 0.00046468690472257677, 'epoch': 2.05}
{'loss': 6.1598, 'grad_norm': 2.993258237838745, 'learning_rate': 0.0004646641809207562, 'epoch': 2.05}
{'loss': 6.1774, 'grad_norm': 2.6210031509399414, 'learning_rate': 0.0004646414504329816, 'epoch': 2.05}
{'loss': 6.1871, 'grad_norm': 2.7334752082824707, 'learning_rate': 0.0004646187132600541, 'epoch': 2.06}
{'loss': 6.3089, 'grad_norm': 2.7685017585754395, 'learning_rate': 0.00046459596940277517, 'epoch': 2.06}
{'loss': 6.1888, 'grad_norm': 2.7376997470855713, 'learning_rate': 0.00046457321886194655, 'epoch': 2.06}
{'loss': 6.234, 'grad_norm': 2.786540985107422, 'learning_rate': 0.0004645504616383703, 'epoch': 2.06}
{'loss': 6.2189, 'grad_norm': 2.814007520675659, 'learning_rate': 0.00046452769773284877, 'epoch': 2.06}
{'loss': 6.2149, 'grad_norm': 2.9816336631774902, 'learning_rate': 0.0004645049271461841, 'epoch': 2.06}
{'loss': 6.2102, 'grad_norm': 2.951336145401001, 'learning_rate': 0.0004644821498791794, 'epoch': 2.06}
{'loss': 6.3052, 'grad_norm': 3.1926064491271973, 'learning_rate': 0.00046445936593263724, 'epoch': 2.06}
{'loss': 6.236, 'grad_norm': 3.0026941299438477, 'learning_rate': 0.000464436575307361, 'epoch': 2.06}
{'loss': 6.1375, 'grad_norm': 2.5540783405303955, 'learning_rate': 0.00046441377800415394, 'epoch': 2.06}
{'loss': 6.269, 'grad_norm': 2.5875606536865234, 'learning_rate': 0.00046439097402381984, 'epoch': 2.06}
{'loss': 6.2907, 'grad_norm': 2.325843095779419, 'learning_rate': 0.00046436816336716246, 'epoch': 2.06}
{'loss': 6.1987, 'grad_norm': 2.7668344974517822, 'learning_rate': 0.00046434534603498605, 'epoch': 2.06}
{'loss': 6.2761, 'grad_norm': 4.354210376739502, 'learning_rate': 0.00046432252202809483, 'epoch': 2.06}
{'loss': 6.2768, 'grad_norm': 2.809253215789795, 'learning_rate': 0.00046429969134729337, 'epoch': 2.06}
{'loss': 6.3165, 'grad_norm': 2.9550998210906982, 'learning_rate': 0.0004642768539933866, 'epoch': 2.06}
{'loss': 6.2389, 'grad_norm': 3.060285806655884, 'learning_rate': 0.0004642540099671795, 'epoch': 2.06}
{'loss': 6.2469, 'grad_norm': 2.471316337585449, 'learning_rate': 0.0004642311592694774, 'epoch': 2.06}
{'loss': 6.19, 'grad_norm': 2.720942497253418, 'learning_rate': 0.00046420830190108575, 'epoch': 2.07}
{'loss': 6.2185, 'grad_norm': 3.0160369873046875, 'learning_rate': 0.00046418543786281034, 'epoch': 2.07}
{'loss': 6.2596, 'grad_norm': 2.8064417839050293, 'learning_rate': 0.0004641625671554572, 'epoch': 2.07}
{'loss': 6.159, 'grad_norm': 2.6487152576446533, 'learning_rate': 0.0004641396897798325, 'epoch': 2.07}
{'loss': 6.3226, 'grad_norm': 3.1577632427215576, 'learning_rate': 0.0004641168057367428, 'epoch': 2.07}
{'loss': 6.1384, 'grad_norm': 2.765960693359375, 'learning_rate': 0.0004640939150269946, 'epoch': 2.07}
{'loss': 6.2964, 'grad_norm': 2.5280251502990723, 'learning_rate': 0.00046407101765139503, 'epoch': 2.07}
{'loss': 6.2706, 'grad_norm': 2.704862594604492, 'learning_rate': 0.00046404811361075123, 'epoch': 2.07}
{'loss': 6.26, 'grad_norm': 3.1012086868286133, 'learning_rate': 0.00046402520290587045, 'epoch': 2.07}
{'loss': 6.238, 'grad_norm': 3.1842305660247803, 'learning_rate': 0.00046400228553756054, 'epoch': 2.07}
{'loss': 6.2183, 'grad_norm': 2.9793970584869385, 'learning_rate': 0.0004639793615066292, 'epoch': 2.07}
{'loss': 6.2112, 'grad_norm': 2.608769655227661, 'learning_rate': 0.0004639564308138847, 'epoch': 2.07}
{'loss': 6.2447, 'grad_norm': 2.7247724533081055, 'learning_rate': 0.0004639334934601352, 'epoch': 2.07}
{'loss': 6.2066, 'grad_norm': 2.8168907165527344, 'learning_rate': 0.00046391054944618944, 'epoch': 2.07}
{'loss': 6.2621, 'grad_norm': 3.0256595611572266, 'learning_rate': 0.00046388759877285607, 'epoch': 2.07}
{'loss': 6.2369, 'grad_norm': 2.895531415939331, 'learning_rate': 0.00046386464144094434, 'epoch': 2.07}
{'loss': 6.1933, 'grad_norm': 2.864431381225586, 'learning_rate': 0.0004638416774512633, 'epoch': 2.07}
{'loss': 6.1787, 'grad_norm': 3.040611743927002, 'learning_rate': 0.0004638187068046226, 'epoch': 2.08}
{'loss': 6.194, 'grad_norm': 5.892223834991455, 'learning_rate': 0.00046379572950183207, 'epoch': 2.08}
{'loss': 6.1725, 'grad_norm': 2.390960693359375, 'learning_rate': 0.0004637727455437016, 'epoch': 2.08}
{'loss': 6.2826, 'grad_norm': 2.649829149246216, 'learning_rate': 0.0004637497549310413, 'epoch': 2.08}
{'loss': 6.1686, 'grad_norm': 2.9312527179718018, 'learning_rate': 0.0004637267576646618, 'epoch': 2.08}
{'loss': 6.0915, 'grad_norm': 2.756765365600586, 'learning_rate': 0.00046370375374537367, 'epoch': 2.08}
{'loss': 6.2862, 'grad_norm': 3.028794050216675, 'learning_rate': 0.00046368074317398796, 'epoch': 2.08}
{'loss': 6.2591, 'grad_norm': 2.885770559310913, 'learning_rate': 0.0004636577259513157, 'epoch': 2.08}
{'loss': 6.2434, 'grad_norm': 2.9402787685394287, 'learning_rate': 0.0004636347020781683, 'epoch': 2.08}
{'loss': 6.206, 'grad_norm': 2.888915777206421, 'learning_rate': 0.00046361167155535755, 'epoch': 2.08}
{'loss': 6.1725, 'grad_norm': 2.4186716079711914, 'learning_rate': 0.000463588634383695, 'epoch': 2.08}
{'loss': 6.1922, 'grad_norm': 2.6421289443969727, 'learning_rate': 0.0004635655905639931, 'epoch': 2.08}
{'loss': 6.1884, 'grad_norm': 2.930558443069458, 'learning_rate': 0.0004635425400970639, 'epoch': 2.08}
{'loss': 6.3102, 'grad_norm': 2.7030322551727295, 'learning_rate': 0.0004635194829837202, 'epoch': 2.08}
{'loss': 6.2502, 'grad_norm': 3.111673355102539, 'learning_rate': 0.0004634964192247746, 'epoch': 2.08}
{'loss': 6.2399, 'grad_norm': 2.8617045879364014, 'learning_rate': 0.0004634733488210402, 'epoch': 2.08}
{'loss': 6.1934, 'grad_norm': 2.838874340057373, 'learning_rate': 0.0004634502717733303, 'epoch': 2.08}
{'loss': 6.2313, 'grad_norm': 3.146754503250122, 'learning_rate': 0.00046342718808245833, 'epoch': 2.09}
{'loss': 6.2123, 'grad_norm': 2.84128999710083, 'learning_rate': 0.0004634040977492381, 'epoch': 2.09}
{'loss': 6.2276, 'grad_norm': 2.6809420585632324, 'learning_rate': 0.0004633810007744836, 'epoch': 2.09}
{'loss': 6.1986, 'grad_norm': 2.476809024810791, 'learning_rate': 0.00046335789715900894, 'epoch': 2.09}
{'eval_loss': 6.214503765106201, 'eval_runtime': 49.6801, 'eval_samples_per_second': 20.129, 'eval_steps_per_second': 5.032, 'epoch': 2.09}
{'loss': 6.2635, 'grad_norm': 3.144037961959839, 'learning_rate': 0.00046333478690362855, 'epoch': 2.09}
{'loss': 6.2285, 'grad_norm': 2.9062700271606445, 'learning_rate': 0.0004633116700091572, 'epoch': 2.09}
{'loss': 6.1812, 'grad_norm': 2.633275270462036, 'learning_rate': 0.00046328854647640976, 'epoch': 2.09}
{'loss': 6.2151, 'grad_norm': 3.0307350158691406, 'learning_rate': 0.0004632654163062014, 'epoch': 2.09}
{'loss': 6.2744, 'grad_norm': 2.687145471572876, 'learning_rate': 0.0004632422794993474, 'epoch': 2.09}
{'loss': 6.2049, 'grad_norm': 2.5548348426818848, 'learning_rate': 0.0004632191360566634, 'epoch': 2.09}
{'loss': 6.2816, 'grad_norm': 2.570683240890503, 'learning_rate': 0.0004631959859789653, 'epoch': 2.09}
{'loss': 6.2355, 'grad_norm': 4.615660667419434, 'learning_rate': 0.00046317282926706916, 'epoch': 2.09}
{'loss': 6.2238, 'grad_norm': 2.7155771255493164, 'learning_rate': 0.00046314966592179123, 'epoch': 2.09}
{'loss': 6.2117, 'grad_norm': 2.9051053524017334, 'learning_rate': 0.0004631264959439482, 'epoch': 2.09}
{'loss': 6.2307, 'grad_norm': 2.668980836868286, 'learning_rate': 0.0004631033193343566, 'epoch': 2.09}
{'loss': 6.1133, 'grad_norm': 2.9017579555511475, 'learning_rate': 0.0004630801360938336, 'epoch': 2.09}
{'loss': 6.2351, 'grad_norm': 2.6996231079101562, 'learning_rate': 0.00046305694622319647, 'epoch': 2.09}
